origem;destino;dist_km;tempo;abast.;abast.lt.;consm.lbs;decea;tx.aerop.;comissaria;fbo;hospedagem;Transporte;slot;outros;comissoes;variável trip.;receita;com.terceiros
SBJD;SBBH;490,78;0,8;;;1160;616,72;798,15;;;;;;;217,777464;588,936;14518,4976;
SBBH;SBRP;507,448;0,8;7117,84;1420;1220;796,42;624,5;342,5;800;;;;;276,6653696;913,4064;18444,35798;
SBRP;SBBH;444,48;0,7;;;1010;796,42;798,15;;;;;;;242,3346304;800,064;16155,64202;
SULS;SBFL;1051,936;1,6;9184,06;1750;1900;;1882,45;;;;;;;1648,783395;1893,4848;31118,89297;1200
SBFL;SBBH;951,928;1,4;5260,85;504;1750;4943,13;798,15;;;;;;;1604,4061;1713,4704;28160,40666;1200
SBBH;SSBZ;392,624;0,7;5914,83;1180;1140;796,42;2468,86;342,5;;3947,4;70;;;198,5154215;353,7;13234,36143;
SSBZ;SBBH;433,368;0,7;;;1060;;798,15;20;;;115;;;219,1160785;260,0208;14607,73857;
SBBH;SBFI;1642,724;2,5;6766,96;1350;2770;796,42;703,87;1278;1630;;;;;1952,727851;985,6344;48098,52342;1250
SBFI;SGAS;375,956;0,7;6012,79;700;990;1868,15;;;8276,32;3703,22;187,35;;;1396,368381;225,5736;11007,89206;1250
SBBH;SBPL;1179,724;1,7;;1531;2190;796,42;830,89;685;;2069,55;99,5;;;688,5014656;1415,6688;45900,0977;
SBPL;SWBE;596,344;1;16457,13;1488;1430;423;293,35;28,99;;300;350;;;348,0337079;1073,4192;23202,24719;
SGAS;SBCF;1540,864;2,2;;1600;2660;;1366,24;;3200;;77,95;;;1907,991344;2773,5552;45116,08961;1250
SWBE;SBTE;274,096;0,5;;;810;;698,44;;;;;;;159,9658036;328,9152;10664,38691;
SBTE;SBBH;1740,88;2,4;15101,15;1324;3130;616,72;798,15;;;;;;;1015,999023;1698,246204;67733,2682;
SBCF;SBBH;77,784;0,2;;;310;4943,13;798,15;;;;69,91;;;1265,412424;46,6704;2277,494908;1250
SBBH;SBRJ;446,332;0,8;4335,87;865;1150;796,42;983;685;1600;;;;;202,9294781;267,7992;13528,63188;
SBRJ;SBBH;412,996;0,7;;;1040;796,42;798,15;;;;;;;187,7729196;247,7976;12518,19464;
SBBH;SBRJ;433,368;0,7;7117,84;1420;1110;796,42;1084,64;;3200;2362,5;;;;197,0352609;520,0416;13135,68406;
SBRJ;SBBH;444,48;0,8;;;1080;796,42;798,15;915,75;;;;;;202,0874471;266,688;13472,49647;
SBBH;SBRJ;442,628;0,8;6265,71;1250;1140;796,42;983;;1600;;;;;201,2454161;531,1536;13416,36107;
SBRJ;SBBH;446,332;0,7;;;1110;796,42;798,15;400;;;;;;202,9294781;535,5984;13528,63188;
SBBH;SBGL;396,328;0,7;9538,92;1903;1000;796,42;559,3;1897;900;;;;;223,1888621;237,7968;14879,25748;
SBGL;SBCY;1833,48;2,5;3014,68;601;3140;943,53;774,95;;1500;;;;;727,1821192;1100,088;48478,80795;
SBCY;SLVR;887,108;1,4;7175,69;1328;1720;1868,15;;;;;;;;351,8386213;532,2648;23455,90809;
SLVR;SPJC;1814,96;2,5;19759,09;1499;3060;;12431,73;3001,94;2224,28;11722,04;471,43;;449,64;719,8368453;1088,976;47989,12302;
SBBH;SBSP;701,908;1,1;9238,16;1843;1480;796,42;;400;3800;868,5;81,97;;;0;421,1448;0,01;
SBSP;SBBH;522,264;0,8;;;1200;943,53;798,15;;;;;;;0;626,7168;0,01;
SPJC;SLVR;1631,612;2,3;6420,83;1589;3030;;;;;;;;;647,1186334;2936,9016;43141,24222;
SLVR;SBGL;2157,58;3;13729,1;2100;3630;;1172,65;;900;;;;;855,724413;3883,644;57048,2942;
SBGL;SBCF;444,48;0,8;4765,3;950;1120;4943,13;583,91;;3400;;192,98;;;176,2865744;717,0944;11752,43829;
SBBH;SBIP;166,68;0,3;3389,04;655;550;796,42;852,88;400;;541,78;120;;;145,9459459;100,008;9729,72973;
SBCF;SBBH;62,968;0,2;;;250;943,53;798,15;;;;71,92;;;81,97393137;37,7808;5464,928758;
SBIP;SBBH;244,464;0,5;;;720;;798,15;;;;;;;214,0540541;146,6784;14270,27027;
SBBH;SBJH;653,756;1,1;8796;1700;1360;796,42;773;;2250;;;;;335,9848921;392,2536;22398,99281;
SBJH;SBBH;633,384;1;;;1360;481,49;798,15;;;;;;;325,5151079;760,0608;21701,00719;
SBBH;SBMK;424,108;0,7;4284,17;828;1030;796,42;629,14;342,5;405,24;940,8;26,22;;;218,0952381;254,4648;14539,68254;
SBMK;SBBH;392,624;0,7;2388,91;351;940;423;798,15;;;;;;;201,9047619;235,5744;13460,31746;
SBBH;SBRJ;427,812;0,7;7166,15;1385;1120;796,42;983;80;1600;;;;;236,6341463;256,6872;15775,60976;
SBRJ;SBBH;407,44;0,7;;;1000;796,42;798,15;;;;;;;225,3658537;244,464;15024,39024;
SBBH;SBGR;657,46;1,1;6208,94;1200;1500;796,42;3311,37;685;750;1006,72;89,96;300;;343,99995;394,476;22933,33;
SBGR;SBPS;1066,752;1,6;4245,28;760;1980;943,53;544,21;;2913,52;;;;;516;640,0512;34400;
SBPS;SBBH;713,02;1,1;4536;720;1390;616,72;798,15;;;;;;;365,50005;459,2687647;24366,67;
SBBH;SBJH;1200,096;2;6245,16;1207;2300;796,42;773;400;2250;987;220;300;;0;720,0576;0,01;
SBJH;SBBH;544,488;0,9;7231,8;1020;1180;481,49;798,15;;;;126,45;;;0;326,6928;0,01;
SBBH;SBJH;679,684;1,1;7502,47;1450;1480;;773;550;2250;;;300;;0;407,8104;0,01;
SBJH;SBBH;557,452;0,9;;;1340;481,49;798,15;;;;;300;;0;353,0529333;0,01;
SBBH;SBBR;638,94;1;8485,55;1640;1390;796,42;538,61;342,5;1780,34;1067;191,44;;;0;383,364;0,01;
SBBR;SBBH;603,752;0,9;;;1280;943,53;798,15;495,72;;;;;;0;1086,7536;0,01;
SBBH;SNPD;307,432;0,5;5422,47;1048;860;796,42;;392;;628,43;120;;;0;184,4592;0,01;
SNPD;SBBH;362,992;0,6;;;960;282,32;798,15;;;;;;;0;217,7952;0,01;
SBBH;SBPS;637,088;1;8087,14;1563;1360;796,42;544,21;342,5;2913,52;;;;;360,12495;382,2528;24008,33;
SBPS;SBBH;733,392;1,2;;;1540;616,72;798,15;;;;;;;370,875;440,0352;24725;
SBBH;SBJH;620,42;1;9308,24;1799;1300;796,42;773;400;2250;1071;108,94;;;331,140553;372,252;22076,03687;
SBJH;SBBH;585,232;0,9;;;1210;481,49;798,15;;;;98,95;;;312,359447;351,1392;20823,96313;
SBBH;SBRJ;466,704;0,8;9054,71;1750;1220;796,42;983;392;1120;;;;;215,1219512;280,0224;14341,46341;
SBRJ;SBBH;444,48;0,8;;;1080;796,42;798,15;;;;;;;204,8780488;266,688;13658,53659;
SBBH;SNMX;429,664;0,8;8200,98;1585;1030;796,42;;240;;559,72;103,26;;;274,9070632;257,7984;18327,13755;
SNMX;SBBH;566,712;0,9;;;1300;;798,15;;;;;;;362,5929368;680,0544;24172,86245;
SBBH;SNMX;492,632;0,8;7269,63;1405;1100;796,42;;392;;;;;;298,0764706;295,5792;19871,76471;
SNMX;SBRJ;648,2;1;;;1350;;983;;1600;;;;;392,2058824;622,272;26147,05882;
SBRJ;SBBH;433,368;0,7;;;1080;796,42;798,15;;;;;;;262,2176471;520,0416;17481,17647;
SBBH;SBPS;733,392;1,1;8449,33;1633;1520;796,42;544,21;342,5;2913,52;;;;;365,7499744;440,0352;24383,33163;
SBPS;SBBH;700,056;1,1;;;1390;616,72;798,15;;;;;;;349,1249756;420,0336;23274,99837;
SBBH;SBPS;707,464;1,1;8847,74;1710;1470;796,42;544,21;342,5;2913,52;;;;;374,1913296;1273,4352;24946,08864;
SBPS;SBBH;694,5;1;;;1440;616,72;798,15;;;;;;;367,3344204;1250,1;24488,96136;
SBBH;SSBZ;411,144;0,7;6415,9;1240;1050;796,42;1940;342,5;;;;;;177,2062084;246,6864;11813,74723;
SSBZ;SBBH;424,108;0,7;;;990;;798,15;;;;;;;182,7937916;254,4648;12186,25277;
SBBH;SBTV;735,244;1,1;9065,05;1752;1510;796,42;;520,1;;;;;;0;441,1464;0,01;
SBTV;SBBH;633,384;1;;;1340;;798,15;;;;;;;0;380,0304;0,01;
SBBH;SBGR;542,636;0,9;9691,12;1873;1300;796,42;551,37;800;720;;;;;733,3746053;325,5816;48891,64035;
SBGR;SBTV;1287,14;1,8;1464,34;241;2350;943,53;4608;;;;;;;814,7397361;772,284;54315,9824;
SBTV;SBIL;212,98;0,4;8163,37;751;660;;773,89;626;;;400;;;1206,734926;127,788;9242,688414;1084,36
SBIL;SBBH;818,584;1,3;2233,65;323;1490;338,5;798,15;;;;;;;1600,95568;491,1504;35524,07199;1084,36
SBBH;SBSV;1107,496;1,6;8066,45;1559;2090;796,42;643,79;400;800;;;;;692,5971516;664,4976;46173,14344;
SBSV;SBPS;498,188;0,9;4215,1;691;1430;796,42;544,21;626;2663,52;;;;;420;298,9128;28000;
SBPS;SBBH;713,02;1,1;4431,25;709;1490;616,72;798,15;;;;;;;445,9028484;427,812;29726,85656;
SBBH;SBTV;755,616;1,2;6970,37;1369;1680;796,42;;520,1;;;;;;0;453,3696;0,01;
SBTV;SBBH;670,424;1;4587,14;422;1370;;798,15;;;;;;;0;402,2544;0,01;
SBBH;SBCB;424,108;0,7;7761,18;1500;1070;796,42;625,7;342,5;;;;;;202,2712934;254,4648;13484,75289;
SBCB;SBBH;437,072;0,7;;;1070;481,49;798,15;;;;;;;208,4542587;262,2432;13896,95058;
SBBH;SBTC;813,028;1,2;10565,55;2042;1720;796,42;775,07;400;;;200;;;2171,11313;1463,4504;29824,20868;1750
SBTC;SBBH;766,728;1,2;;;1430;481,49;798,15;;;;;;;2145,63687;1380,1104;28125,79132;1750
SBBH;SBIL;824,14;1,2;7036,8;1360;1640;796,42;773,89;520,1;;;;;;1703,572384;1483,452;42365,1856;1084,36
SBIL;SBGL;1063,048;1,6;5511,52;797;2030;338,5;559,3;;900;;;;;1760,090663;1913,4864;46133,07087;1084,36
SBGL;SBBH;374,104;0,6;1553,02;300;900;943,53;798,15;;;;;;;1311,619347;673,3872;16234,98313;1084,36
SBBH;SBCB;403,736;0,7;5857,1;1132;950;796,42;625,7;680;;;;;;1115,587662;242,2416;8705,844156;1000
SBCB;SBBH;450,036;0,7;;;1010;481,49;798,15;;;;;;;1130,563312;270,0216;9704,220779;1000
SBBH;SBCB;407,44;0,6;6467,65;1250;970;796,42;625,7;;;;;;;1116,785714;244,464;8785,714286;1000
SBCB;SBBH;450,036;0,7;;;1060;481,49;798,15;621,3;;;;;;1130,563312;376,7743256;9704,220779;1000
SBBH;SBGR;742,652;1,4;5435,88;1140;1550;834,31;551,37;240;;;;;;369,1609442;445,5912;24610,72961;
SBGR;SBBH;551,896;0,9;2190,74;420;1260;988,42;798,15;;;;;;;274,3390558;331,1376;18289,27039;
SBBH;SBPS;707,464;1;8416,08;1765;1410;834,31;544,21;342,5;2663,52;;;;;373,861518;424,4784;24924,1012;
SBPS;SBBH;683,388;1;;;1380;646,06;798,15;;;;;;;361,138482;410,0328;24075,8988;
SBBH;SBGR;546,34;0,9;9159,94;1921;1300;834,31;3381,37;882,2;720;1399,74;95,97;;;2494,845246;655,608;22962,8331;2183,15
SBGR;SBGL;337,064;0,5;2643,21;450;950;988,42;559,3;;900;;;;;2362,906256;606,7152;14166,90042;2183,15
SBGL;SBBH;437,072;0,8;;;1090;988,42;798,15;;;;;;;2425,956747;786,7296;18370,26648;2183,15
SBBH;SBTC;761,172;1,2;7104,79;1490;1510;834,31;775,07;539,7;;;;;;1741,782889;1370,1096;39507,74818;1166,666667
SBTC;SBSV;322,248;0,6;;;860;504,39;638,82;;900;;;;;1400,055287;580,0464;16725,90799;1166,666667
SBSV;SBTV;446,332;0,7;8564,4;1404;1090;834,31;4608;;;;;;;1496,661824;803,3976;23166,34383;1166,666667
SBTV;SBBH;740,8;1,2;;;1490;;798,15;342,5;;;;;;0;1333,44;0,01;
SBBH;SBCB;409,292;0,7;8106,14;1700;990;834,31;625,7;342,5;;;;;;195,2050473;736,7256;13013,66982;
SBCB;SBBH;490,78;0,8;;;1220;504,39;798,15;;;;;;;234,0694006;883,404;15604,62671;
SBBH;SBPS;653,756;0,9;7347,98;1541;1400;834,31;544,21;400;2663,52;;;;;0;392,2536;0,01;
SBPS;SSBZ;775,988;1,2;3439,4;580;1510;646,06;1940;;;;;;;0;465,5928;0,01;
SSBZ;SBBH;455,592;0,8;;;1040;;798,15;400;;;;;;420;273,3552;28000;
SBBH;SBGL;359,288;0,6;7448,11;1562;930;834,31;559,3;996;900;;;;;188,824272;215,5728;12588,2848;
SBGL;SBCY;1846,444;2,5;1941,29;402;3120;988,42;774,95;;700;;;;;970,4010268;1107,8664;64693,40178;
SBCY;SBEG;1479,748;2,2;11381,66;1870;2510;834,31;824,73;;1928;955,43;117,8;;;777,6834708;887,8488;51845,56472;
SBBH;SBMK;396,328;0,7;6222,65;1305;970;834,31;658,59;400;405,24;556,5;48,8;;;216,0576923;313,1957854;14403,84615;
SBEG;SBMK;2416,86;3,4;15263,4;1562;3630;988,42;658,59;;405,24;;;;;1270,183892;1450,116;84678,92611;
SBMK;SBTV;507,448;0,8;13638,09;2064;1110;443,12;4329;250;;;;;;266,6899512;304,4688;17779,33008;
SBMK;SBBH;374,104;0,6;;;980;443,12;798,15;;;;;;;203,9423077;414,3921231;13596,15385;
SBTV;SBSP;1396,408;2,3;;;2570;;801,27;644;3800;;;300;;883,9046921;1495,708124;58926,97947;
SBSP;SBBH;563,008;0,8;4717;890;1190;988,42;798,15;;;;;300;;356,3753666;675,6096;23758,35777;
SBBH;SBSV;990,82;1,4;4085,01;860;1980;834,31;638,82;400;900;;;;;562,6144524;594,492;37507,63016;
SBSV;SBBH;1051,936;1,6;6862,5;1125;2080;834,31;798,15;;;;;;;597,3177738;1058,722684;39821,18492;
SBBH;SBJD;513,004;0,9;8084,53;1702;1260;834,31;576,093;342,5;900;;;;;0;307,8024;0,01;
SBJD;SBBH;507,448;0,8;;;1170;646,06;798,15;;;;;;;0;304,4688;0,01;
SBBH;SBRJ;400,032;0,7;5890,02;1240;980;834,31;983;520;1509,6;;;;;198,0786026;240,0192;13205,24017;
SBRJ;SBBH;448,184;0,7;;;1080;834,31;798,15;;;;;;;221,9213974;268,9104;14794,75983;
SBBH;SNAR;566,712;0,9;5320,02;1120;1180;834,31;;292;;;;;;259,9776;1020,0816;17331,84;
SNAR;SBBH;590,788;0,9;;;1250;;798,15;;;;;;;271,0224;1063,4184;18068,16;
SBBH;SBGR;535,228;0,9;9305,28;1959;1240;834,31;3409,87;342,5;1310;898;74,62;;;351,6427678;963,4104;23442,85119;
SBGR;SBTV;1105,644;1,6;2232,04;380;2040;988,42;4329;;;;;;;726,4039183;663,3864;48426,92789;
SBTV;SBSV;466,704;0,8;4358,87;401;1070;;638,82;;900;;;;;2095,240775;280,0224;24766,05166;1750
SBSV;SBBH;1038,972;1,5;7320;1200;1950;834,31;798,15;599,53;;;;;;2550,759225;623,3832;55133,94834;1750
SBBH;SBGR;542,636;0,8;8915,78;1877;1250;834,31;551,37;520;720;;;;;0;325,5816;0,01;
SBGR;SBBH;507,448;0,8;;;1100;988,42;798,15;;;;;;;0;304,4688;0,01;
SBBH;SBTV;683,388;1;6783,02;1428;1380;834,31;4329;400;;;;;;0;410,0328;0,01;
SBTV;SBBH;705,612;1,1;;;1400;;798,15;;;;;;;0;423,3672;0,01;
SBBH;SSBZ;420,404;0,7;4275,01;900;1020;834,31;1940;342,5;;;;;;203,7361146;252,2424;13582,40764;
SSBZ;SBBH;451,888;0,7;;;990;;798,15;;;;;;;218,9938854;271,1328;14599,59236;
SBBH;SBBH;101,86;0,2;9500,04;2000;490;834,31;798,15;;;;;;;53,53265444;61,116;3568,843629;
SBBH;SBAT;1877,928;2,6;7495,53;1578;2890;834,31;633,33;760;;;;;;986,9474836;1126,7568;65796,49891;
SBAT;SBGL;2035,348;2,9;19775,93;1693;3220;443,12;559,3;;900;;;;;1069,679768;2086,522464;71311,98451;
SBGL;SBBH;377,808;0,6;3581,8;666;1010;988,42;798,15;;;;;;;198,5574819;453,3696;13237,16546;
SBBH;SBBR;705,612;1,1;;;1380;538,56;538,61;400;1204,1;;23,95;;;369,2889344;1270,1016;24619,2623;
SBBR;SBBH;650,052;1;;;1290;988,42;798,15;;;;;;;340,2110656;1170,0936;22680,7377;
SBBH;SBGR;587,084;1;7866,03;1656;1400;834,31;551,37;400;1100;;;;;0;1056,7512;0,01;
SBGR;SBBH;453,74;0,7;;;1040;988,42;798,15;;;;;;;0;816,732;0,01;
SBBH;SBRJ;425,96;0,7;4512,51;950;1050;834,31;983;342,5;1509,6;;;;;342,8617396;255,576;22857,44931;
SBRJ;SBGL;27,78;0,1;;;250;834,31;559,3;342,5;1700;;;;;20,4040265;16,668;1360,268433;
SBGL;SBBH;396,328;0,7;;;920;988,42;798,15;;;;;;;291,0974447;237,7968;19406,49631;
SBBH;SBJD;574,12;0,9;4821,27;1015;1410;834,31;1504,29;;;;;;;0;344,472;0,01;
SBBH;SBKP;600,048;1;8393,28;1767;1390;834,31;550,43;400;1770;;;;;0;720,0576;0,01;
SBKP;SBCF;531,524;0,8;;;1220;988,42;806,28;;2835;;116,9;;;0;637,8288;0,01;
SBCF;SBRJ;420,404;0,7;7752,12;1200;1080;988,42;983;280;1509,6;;123,82;;;198,2120582;252,2424;13214,13721;
SBRJ;SBBH;470,408;0,8;;;1080;834,31;798,15;;;;;;;221,7879418;282,2448;14785,86279;
SBBH;SBGV;253,724;0,5;8630,78;1817;740;834,31;466,02;392;400;;;;;639,0953307;304,4688;9773,022049;500
SBGV;SBRP;727,836;1,1;;;1480;443,12;683,66;;1600;1069,12;70,92;;;913,0252918;873,4032;28035,01946;500
SBRP;SBBH;446,332;0,8;857,02;146;1050;834,31;798,15;;;;;;;750,3793774;267,7992;17191,9585;500
SBBH;SBRJ;442,628;0,8;3420,01;720;1070;834,31;983;342,5;1207,68;;;300;;0;265,5768;0,01;
SBRJ;SBBH;451,888;0,8;2265,54;452;1140;834,31;798,15;;;;;300;;0;271,1328;0,01;
SBBH;SBPS;666,72;1;7647,53;1610;1400;834,31;544,21;462,3;3336,72;;;;;332,3768309;400,032;22158,45539;
SBPS;SBBH;724,132;1,1;;;1380;646,06;798,15;;;;;;;360,9981691;434,4792;24066,54461;
SBBH;SBTV;644,496;1;8293,53;1746;1340;834,31;4329;520;;;;;;463,6855547;386,6976;30912,37031;
SBTV;SBGR;1170,464;1,7;2826,2;260;2130;;551,37;;720;;;;;733,1300878;702,2784;48875,33919;
SBGR;SBBH;505,596;0,8;4704,91;801;1050;988,42;798,15;;;;;;;316,6843575;606,7152;21112,2905;
SBBH;SBTV;650,052;1;6536,02;1376;1300;834,31;;400;;;;;;0;390,0312;0,01;
SBTV;SBBH;677,832;1;;;1390;;798,15;;;;;;;0;406,6992;0,01;
SBBH;SBBR;679,684;1,1;7842,28;1651;1370;834,31;538,61;312;1800;;;;;0;407,8104;0,01;
SBBR;SBBH;601,9;1;;;1340;988,42;798,15;;;;;;;0;385,6240678;0,01;
SBBH;SBGL;350,028;0,7;5225,02;1100;910;;559,3;462,3;900;;;;;257,0907339;630,0504;17139,38226;
SBGL;SBBH;407,44;0,7;;;1100;988,42;798,15;;;;;;;299,2590553;733,392;19950,60369;
SBBH;SBRJ;403,736;0,8;5225,02;1100;1020;;983;342,5;1207,68;;;;;0;726,7248;0,01;
SBRJ;SBBH;431,516;0,7;;;1020;834,31;798,15;;;;;;;0;776,7288;0,01;
SBBH;SBGR;611,16;0,9;8312,53;1750;1350;;5381,37;400;720;592,2;54,99;300;;0;366,696;0,01;
SBGR;SBBH;490,78;0,8;;;1160;988,42;798,15;;;;38,93;;;0;588,936;0,01;
SBBH;SBRJ;400,032;0,7;3562,51;750;980;834,31;983;482,5;1207,68;;;;;2290,354437;240,0192;17086,65913;2065,03
SBRJ;SBBH;444,48;0,7;;;1030;834,31;798,15;;;;;;;2318,832202;266,688;18985,17681;2065,03
SBBH;SBSV;1001,932;1,5;9519,04;2004;1870;834,31;643,79;400;860;;;;;568,9241472;601,1592;37928,27648;
SBSV;SBBH;1081,568;1,6;1830;300;1990;834,31;798,15;;;;;;;614,1436266;731,7843064;40942,90844;
SBBH;SBBR;764,876;1,1;8882,53;1870;1580;834,31;538,61;400;1368;1100;;;;0;458,9256;0,01;
SBJD;SBBH;500,04;0,8;5689,98;738;1190;646,06;;;;;;;;0;300,024;0,01;
SBBR;SBBH;635,236;1;;;1350;988,42;798,15;;;;;;;0;381,1416;0,01;
SBBH;SBJD;537,08;0,9;8269,78;1741;1330;834,31;611,45;415,1;900;724,2;45,99;300;;0;322,248;0,01;
SBJD;SBBH;511,152;0,9;;;1250;646,06;;;;;29,88;300;;0;613,3824;0,01;
SBBH;SBRJ;533,376;1;5742,77;1209;1260;834,31;983;580;1207,68;;;;;2375,787733;320,0256;22782,21217;2065,03
SBRJ;SBBH;442,628;0,8;1002,45;200;1030;834,31;798,15;;;;;;;2317,645629;265,5768;18906,0719;2065,03
SBBH;SBTV;725,984;1,1;8266,59;1747;1420;834,31;4608;462,5;;;;;;476,968737;1306,7712;31797,9158;
SBTV;SBGR;1553,828;2,4;3261;300;2490;;551,37;;780;;;;;1020,859108;2796,8904;68057,27386;
SBGR;SBBH;522,264;0,8;6288,5;1070;1160;988,42;798,15;;;;;;;343,1254689;940,0752;22875,03126;
SBBH;SBJD;540,784;0,9;7760,28;1640;1520;834,31;721,95;400;2490;1448,4;38,97;;;0;973,4112;0,01;
SBJD;SBBH;500,04;0,8;;;1240;646,06;;;;;32,97;;;0;300,024;0,01;
SBBH;SBBR;701,908;1;7410,12;1566;1660;834,31;538,61;400;1281,99;;;;;0;421,1448;0,01;
SBBR;SBBH;638,94;1;;;1460;988,42;;;;;;;;0;383,364;0,01;
SBBH;SBJD;620,42;1,2;7760,28;1640;1510;834,31;576,09;;900;;;;;0;744,504;0,01;
SBJD;SBBH;498,188;0,9;;;1470;646,06;;400;;;;;;0;597,8256;0,01;
SBBH;SBJD;509,3;0,8;7925,89;1675;1290;834,31;576,09;342,5;900;;;;;0;305,58;0,01;
SBJD;SBBR;951,928;1,5;;;2050;646,06;538,61;;2250;1100;34,26;;;0;781,2374621;0,01;
SBBR;SBPA;1616,796;2,2;10260,51;2103;3250;988,42;742,48;276,87;1028,42;732,9;38,98;;;1471,34866;970,0776;98089,91069;
SBPA;SBRJ;1103,792;1,6;9930,22;1898;2440;988,42;983;;1471,86;;14,99;300;;1004,494618;1324,5504;66966,30787;
SBRJ;SBBH;431,516;0,7;;;1050;834,31;;1209,9;;;;300;;392,6967215;517,8192;26179,78143;
SBBH;SBSP;664,868;1,1;4043,78;854;1430;834,31;801,27;240;3800;;;300;;586,0551331;398,9208;39070,34221;
SBSP;SBFI;1011,192;1,6;4085,38;827;1840;988,42;855,36;227,22;1680;1113;109,16;300;;560,5323194;606,7152;37368,82129;
SBBH;SBSP;592,64;0,9;8759,95;1850;1380;834,31;801,27;;3800;;;;;33;465,4917818;2200;
SBSP;SBBH;557,452;0,9;;;1280;988,42;;234,56;;;;;;0;334,4712;0,01;
SBFI;SCEL;2183,508;3,1;7863,89;1724;3430;1957,03;6953,449814;560;4411,472996;1666,59;436,3757;;7041,267874;1210,380228;2107,559896;80692,01521;
SCEL;SADF;1079,716;1,6;7447,89;1540;1980;;;6492,998364;;7416,85;1290,4019;;;598,5171103;1943,4888;39901,14068;
SBBH;SBJD;520,412;0,9;6870,64;1451;1300;834,31;607,03;400;900;;70,93;;;0;312,2472;0,01;
SBJD;SBBH;500,04;0,8;;;1250;646,06;;;;;;;;0;600,048;0,01;
SBBH;SBPS;681,536;1;6439,74;1360;1540;834,31;544,21;462,3;2913,52;;;;;432,7651269;408,9216;28851,00846;
SBPS;SBBH;737,096;1,2;711,52;120;1390;646,06;;;;;;;;468,0448926;442,2576;31202,99284;
SADF;SBGL;1950,156;2,8;9.998,81 ;1661;3140;5178,32;1172,65;336,2403198;900;;;;;1081,026616;1170,0936;72068,44106;
SBGL;SBBH;416,7;0,7;3282,72;682;1050;;798,15;;;;;;;263,9885932;290,7209302;17599,23954;
SBBH;SBJD;520,412;0,9;7434,12;1570;1400;834,31;576,09;520;980;;;;;0;312,2472;0,01;
SBJD;SBBH;514,856;1;;;1450;646,06;;;;;;;;0;308,9136;0,01;
SBBH;SBSV;1014,896;1,5;6629,15;1400;2270;834,31;643,79;462,3;900;;;;;0;608,9376;0,01;
SBSV;SBBH;1116,756;1,7;6447,7;1057;2210;834,31;;;;;;;;0;670,0536;0,01;
SBBH;SBPS;666,72;1;8996,7;1900;1610;834,31;544,21;342,5;3462,57;;;;;359,5424749;800,064;23969,49833;
SBPS;SBBH;713,02;1;;;1730;646,06;;;;;;;;384,5107023;855,624;25634,04682;
SBBH;SBTV;729,688;1,1;8712,6;1840;1870;834,31;4329;400;;;;;;0;437,8128;0,01;
SBTV;SBBH;705,612;1,1;2489,23;229;1570;;;;;;;;;0;423,3672;0,01;
SBBH;SBPS;716,724;1,1;9091,41;1920;1770;834,31;544,21;560;2913,52;;;;;351,087063;430,0344;23405,8042;
SBPS;SBBH;742,652;1,1;;;1520;646,06;;;;;;;;363,787887;452,4464493;24252,5258;
SBBH;SBBH;277,8;0,6;6297,69;1330;830;834,31;798,15;;;;;;;0;166,68;0,01;
SBBH;SBJD;533,376;0,9;8537,4;1803;1260;538,56;576,09;342,5;900;;;;;0;384,03072;0,01;
SBJD;SBRJ;505,596;0,9;;;1350;646,06;1026,86;;1471,86;;;;;0;606,7152;0,01;
SBRJ;SBBH;422,256;0,6;;;1040;834,31;798,15;;;;;;;0;506,7072;0,01;
SBBH;SBGL;357,436;0,7;7235,24;1528;960;834,31;559,3;400;900;;;;;191,7589543;214,4616;12783,93029;
SBGL;SBBH;412,996;0,7;;;1060;988,42;798,15;;;;;;;221,5660457;247,7976;14771,06971;
SBBH;SBPS;688,944;1;6815,7;1450;1440;834,31;544,21;560;2913,52;;;;;0;413,3664;0,01;
SBPS;SBBH;705,612;1,1;;;1410;646,06;798,15;;;;;;;0;423,3672;0,01;
SBBH;SDCO;650,052;1;8712,6;1840;1530;834,31;496,15;462,3;;;;;;0;390,0312;0,01;
SDCO;SBBH;627,828;1;;;1430;646,06;;;;;;;;0;376,6968;0,01;
SBBH;SBSV;1005,636;1,5;7102,66;1500;2220;834,31;643,79;481,9;900;;;;;255;1810,1448;17000;
SBSV;SBBH;1042,676;1,4;6325;1150;2260;834,31;;;;;;;;0;1876,8168;0,01;
SBBH;SBJD;511,152;0,9;8063,89;1703;1270;834,31;576,09;342,5;900;;;;;0;920,0736;0,01;
SBJD;SBBH;516,708;0,8;;;1270;646,06;798,15;400;;;;;;0;930,0744;0,01;
SBBH;SBPS;703,76;1,1;8523,19;1800;1420;834,31;544,21;;2913,52;;;;;446,8770332;1266,768;29791,80221;
SBPS;SBBH;724,132;1,2;;;1470;646,06;798,15;;;;;;;459,8129473;1303,4376;30654,19649;
SBBH;SDCO;609,308;1;7244,71;1530;1460;834,31;496,15;481,9;1000;;5,25;;;0;1096,7544;0,01;
SDCO;SBBH;742,652;1,1;;;1710;646,06;798,15;;;;;;;0;1336,7736;0,01;
SBBH;SBTV;657,46;1;9555,45;2018;1520;834,31;6453;522,5;;;;;;0;1183,428;0,01;
SBTV;SBRJ;907,48;1,3;5435;500;2030;;1026,86;;1471,86;;;;;0;1633,464;0,01;
SBRJ;SBBH;396,328;0,6;1773,98;365;1050;834,31;798,15;;;;;;;0;475,5936;0,01;
