origem;destino;dist_km;tempo;abast.;abast.lt.;consm.lbs;decea;tx.aerop.;comissaria;fbo;hospedagem;Transporte;slot;outros;comissoes;variável trip.;receita;com.terceiros
SBBR;SBBH;629,68;1;;;1370;943,53;798,15;;;;;;;321,369863;755,616;21424,65753;
SBBH;SBSJ;488,928;0,8;9604,61;1848;1160;796,42;818,49;565;100;1197;31,88;;;462;586,7136;30800;
SBSJ;SBBP;155,568;0,3;;;630;943,53;546,83;;;;;;;67,56032172;93,3408;4504,021448;
SBBP;SBBH;535,228;1;;;1270;338,5;798,15;;;;;;;232,4396783;321,1368;15495,97855;
SBBH;SBGR;618,568;1;7385,36;1421;1380;796,42;515,35;445,2;1220;;;;;0;742,2816;0,01;
SBGR;SBBH;490,78;0,7;;;1130;943,53;798,15;;;;;;;0;588,936;0,01;
SBBH;SBSP;718,576;1,2;7478,91;1439;1470;796,42;765,45;259,2;2900;950,76;26,95;;;0;1293,4368;0,01;
SBSP;SBBH;514,856;0,8;;;1180;943,53;798,15;;;;;;;0;926,7408;0,01;
SBBH;SBMG;1138,98;1,6;16244,55;2678;2000;796,42;741,51;;;;68,94;;4010,33;0;683,388;0,01;
SBBH;SBBE;2144,616;2,9;9880,07;1901;3560;796,42;892,73;159,6;750;;;;;1047,817164;1286,7696;69854,47761;
SBBE;SBCJ;561,156;0,9;12187,41;1870;1280;943,53;629,14;;;1248,36;;;;274,1697761;336,6936;18277,98507;
SBCJ;SBJH;2048,312;2,8;10341,41;940;3350;423;773;;2250;;;;;908,0842105;1713,352744;60538,94737;
SBJH;SBBH;618,568;1;5489,47;833;1280;481,49;798,15;;;;;;;274,2315789;742,2816;18282,10526;
SBBH;SBJH;674,128;1;8310,48;1599;1440;796,42;773;518,4;2250;500;147,88;;;300,660793;404,4768;20044,05286;
SBJH;SBBH;587,084;1;;;1330;481,49;798,15;;;;;;;261,839207;452,05468;17455,94714;
SBBH;SBCJ;1731,62;2,4;9744,94;1875;2830;796,42;629,14;560;;;;;;767,6842105;1038,972;51178,94737;
SBCJ;SBBR;1161,204;1,7;10121,38;920;2020;423;507,16;;807,11;;;;;567,3414179;696,7224;37822,76119;
SBBR;SBBH;600,048;0,9;5146,01;840;1270;943,53;798,15;;;;;;;293,1716418;360,0288;19544,77612;
SBBH;SBGL;375,956;0,6;9323,96;1794;960;796,42;526,31;1346,2;3975;;;;;180,3166838;225,5736;12021,11226;
SBGL;SBJH;594,492;1;;;1470;943,53;773;;2282;;270;;;285,1313079;356,6952;19008,75386;
SBJH;SBGL;411,144;0,7;2372,4;360;1020;481,49;526,31;;7540,81;1263,84;;;;197,1936148;740,0592;13146,24099;
SBGL;SBBH;416,7;0,7;3157,64;558;1080;943,53;798,15;;;;;;;199,8583934;750,06;13323,89289;
SBBH;SBGR;596,344;0,9;9573,43;1842;1380;796,42;515,35;800;720;;;;;297,6161826;357,8064;19841,07884;
SBGR;SBBR;940,816;1,4;;;1770;943,53;507,16;;1187,21;;;;;469,5311203;564,4896;31302,07469;
SBBR;SBRD;798,212;1,2;8223,87;1401;1610;943,53;633,33;;;620;;;;398,3620332;681,2908057;26557,46888;
SBRD;SBDO;614,864;0,9;;;1350;;746,22;320,04;750;758;370;;4681,4;306,8589212;368,9184;20457,26141;
SBDO;SBMG;316,692;0,6;4544,55;417;830;;741,51;;700;;;;;158,0508299;190,0152;10536,72199;
SBMG;SBPG;288,912;0,5;3892;556;830;481,49;;32,29;650;767,16;;;;144,186722;173,3472;9612,448133;
SBPG;SBGR;431,516;0,7;3275,24;400;1040;423;515,35;;720;716,88;;;;215,3558091;421,4807442;14357,05394;
SBGR;SBBH;475,964;0,8;4273,38;600;1100;943,53;798,15;;;;;;;237,5383817;571,1568;15835,89212;
SBBH;SBRJ;424,108;0,7;3835,61;738;1060;796,42;725,89;910;900;;;;;238,6107091;763,3944;15907,38061;
SBRJ;SBTV;848,216;1,3;3271,43;600;1590;796,42;3852;;;;;;;952,1607407;1526,7888;24668,38271;591
SBTV;SBBH;738,948;1,1;10424,33;959;1490;;798,15;;;;;;;904,4936693;1330,1064;21490,57795;591
SBBH;SSQO;324,1;0,6;5337,63;1027;830;796,42;;;;;;;;154,2008197;583,38;10280,05464;
SSQO;SBBH;353,732;0,5;;;850;;798,15;;;;;;;168,2991803;636,7176;11219,94536;
SBBH;SBTV;607,456;1;9511,059;1830;1270;796,42;3852;910;;;;;;380,0785219;1093,4208;25338,56813;
SBTV;SBRJ;996,376;1,5;;;1940;;725,89;;900;;;;;623,4214781;1793,4768;41561,43187;
SBRJ;SBTV;794,508;1,2;11346,43;2081;1670;796,42;3852;;;;;;;928,7311632;1430,1144;23106,41088;591
SBTV;SBRJ;990,82;1,4;;;2000;;725,89;;900;;;;;1014,370308;1783,476;28815,68723;591
SBRJ;SBBH;440,776;0,7;4361,91;800;1150;796,42;798,15;;;;;;;774,4191185;793,3968;12818,94123;591
SBBH;SBPS;614,864;1;8315,68;1600;1320;796,42;544,21;800;2017,82;;;;;309,7639257;368,9184;20650,92838;
SBPS;SBBH;781,544;1,2;;;1620;616,72;798,15;;;;;;;393,7360743;468,9264;26249,07162;
SBBH;SBRJ;416,7;0,7;5540,32;1066;1000;796,42;725,89;;900;;;;;234,4428365;250,02;15629,52243;
SBRJ;SBBH;438,924;0,7;;;1070;796,42;798,15;;;;;;;246,9464544;263,3544;16463,09696;
SBBH;SBFL;1153,796;1,7;8783,44;1690;2130;796,42;693,73;518,4;880;;56,4;;;0;692,2776;0,01;
SBFL;SBSP;514,856;0,8;5419,16;539;1180;943,53;765,45;;2900;;;250;;0;617,8272;0,01;
SBSP;SBBH;511,152;0,8;4969,2;770;1140;943,53;798,15;;;;;;;0;613,3824;0,01;
SBBH;SBSP;722,28;1,2;3227,52;621;1510;796,42;765,45;837,2;2900;;;;;322,8175182;433,368;21521,16788;
SBSP;SBBH;546,34;0,9;5149,83;879;1300;943,53;798,15;;;;;;;244,1824818;655,608;16278,83212;
SBBH;SBCF;98,156;0,3;8055,82;1550;400;796,42;519,53;510;1800;;;;;45,42857143;58,8936;3028,571429;
SBCF;SNSS;451,888;0,7;;;1070;943,53;;12;;298;61,46;;;209,1428571;271,1328;13942,85714;
SNSS;SBCF;448,184;0,8;;;990;;519,53;;1800;;;;;207,4285714;268,9104;13828,57143;
SBCF;SBBH;38,892;0,1;;;220;943,53;798,15;;;;;;;18;23,3352;1200;
SBBH;SBRJ;427,812;0,7;5717,03;1100;1060;796,42;725,89;1386;1600;;;;;209,0948276;256,6872;13939,65517;
SBRJ;SBGR;487,076;0,8;;;1210;796,42;3275,35;;750;1020,24;;;;229,1701245;584,4912;15278,0083;
SBGR;SBRJ;405,588;0,8;6965,61;978;1210;943,53;725,89;;1600;;;;;190,8298755;730,0584;12721,9917;
SBRJ;SBBH;431,516;0,7;3707,63;680;1110;796,42;798,15;688,2;;;;;;210,9051724;776,7288;14060,34483;
SBBH;SBCT;1016,748;1,5;8487,19;1633;1990;796,42;698,44;;1300;;;;;452,9658077;610,0488;30197,72052;
SBCT;SBBH;851,92;1,4;3193,64;501;1660;943,53;798,15;;;;;;;379,5341923;511,152;25302,27948;
SBBH;SBGL;366,696;0,6;5301,25;1020;970;796,42;526,31;400;3975;;;;;186,4726027;220,0176;12431,50685;
SBGL;SBBH;446,332;0,8;;;1170;943,53;798,15;;;;;;;226,9691781;273,6209218;15131,27854;
SBBH;SBRJ;418,552;0,7;6392,8;1220;1040;796,42;725,89;;1600;;;;;212,8251121;502,2624;14188,34081;
SBRJ;SBBH;407,44;0,6;;;980;796,42;798,15;;;;;;;207,1748879;488,928;13811,65919;
SBBH;SBSJ;531,524;0,8;9694;1850;1210;796,42;847,34;986;;;;;;243,011215;318,9144;16200,74766;
SBSJ;SBBH;459,296;0,7;;;1100;943,53;798,15;;;;;;;209,988785;826,7328;13999,25234;
SBBH;SBGL;372,252;0,7;3668;700;1000;796,42;526,31;400;3975;;;;;189,2979452;670,0536;12619,86301;
SBGL;SBBH;437,072;0,7;;;1070;943,53;798,15;;;;;;;222,260274;786,7296;14817,3516;
SBBH;SBCF;127,788;0,3;8069,6;1540;470;796,42;519,53;;1800;;;;;55,07950368;230,0184;3671,966912;
SBCF;SNSS;435,22;0,7;;;1010;943,53;;;;;;;;187,589614;783,396;12505,97426;
SNSS;SBBH;507,448;0,8;;;1170;;798,15;;;;;;;218,7215074;913,4064;14581,43382;
SBBH;SNSS;438,924;0,7;6235,6;1190;1000;796,42;;259,2;;;;;;189,1861213;263,3544;12612,40809;
SNSS;SBCF;450,036;0,6;;;1060;;519,53;;1800;;;;;193,9756434;270,0216;12931,70956;
SBCF;SBBH;55,56;0,2;;;230;943,53;798,15;;;;;;;23,94761029;33,336;1596,507353;
SBBH;SBBR;690,796;1,1;6974,44;1331;1340;796,42;507,16;259,2;1173,13;;;;;360,7091691;414,4776;24047,27794;
SBBR;SBBH;601,9;0,9;3772,98;600;1310;943,53;798,15;502,8;;;;;;314,2908309;722,28;20952,72206;
SBBH;SBGR;611,16;1;7388,4;1410;1330;796,42;515,35;518,4;1120;;;;;0;366,696;0,01;
SBGR;SBBH;477,816;0,8;;;1110;943,53;798,15;;;;;;;0;573,3792;0,01;
SBBH;SNLN;437,072;0,8;9741,16;1859;1130;796,42;335,28;400;;;;;;221,8008299;262,2432;14786,72199;
SNLN;SBVG;631,532;0,9;;;1370;;336,08;;238,37;;;;;320,4834025;378,9192;21365,56017;
SBVG;SBBH;270,392;0,5;;;730;423;798,15;;;;;;;137,2157676;162,2352;9147,717842;
SBBH;SBGL;368,548;0,7;6445,2;1230;910;796,42;526,31;400;900;;;;;195,2803738;294,8384;13018,69159;
SBGL;SBBH;424,108;0,7;;;1070;943,53;798,15;;;;;;;224,7196262;254,4648;14981,30841;
SBBH;SBGL;342,62;0,6;7860;1500;950;796,42;526,31;1152;900;;;;;1255,695704;411,144;11479,7136;1100
SBGL;SNDV;418,552;0,7;;;1070;943,53;520,34;;;429;;;;1293,857995;502,2624;14023,86635;1100
SNDV;SBGL;379,66;0,6;;;940;;526,31;;900;;;;;1274,311456;683,388;12720,76372;1100
SBGL;SBBH;411,144;0,7;3404,34;600;1020;943,53;798,15;;;;;;;1290,134845;740,0592;13775,65632;1100
SBBH;SBIP;175,94;0,4;4385,88;837;570;796,42;865,52;259,2;;303,85;120;;;145,1388889;105,564;9675,925926;
SBIP;SBBH;224,092;0,4;;;700;;798,15;;;;;;;184,8611111;134,4552;12324,07407;
SBBH;SBSP;701,908;1,1;3856,64;736;1390;796,42;765,45;259,2;2900;1116,9;;500;;0;421,1448;0,01;
SBSP;SBBH;540,784;0,9;5561,52;856;1220;943,53;798,15;;;;;500;;0;648,9408;0,01;
SBBH;SBSP;716,724;1,2;3662,76;699;1460;796,42;765,45;400;5800;;;250;;398,0328947;430,0344;26535,52632;
SBSP;SNGX;355,584;0,6;14746,03;2026;960;943,53;;1340,59;;581,74;;;;3756,022789;213,3504;14001,51926;3600
SNGX;SBSI;1381,592;1,9;;;2420;;633,33;;2410;;;;;4362,026044;828,9552;54401,7363;3600
SBSI;SDCO;1548,272;2,2;10220,58;1458;2800;423;471,51;;1000;936,2;200;;;4460,474227;2786,8896;60964,94845;3600
SDCO;SBSP;127,788;0,3;8424,27;1220;510;338,5;765,45;;2900;;;250;;3621,47694;230,0184;5031,795985;3600
SBSP;SBBH;550,044;0,8;;;1300;943,53;798,15;469,12;;;;250;;305,4671053;990,0792;20364,47368;
SBBH;SBSP;800,064;1,3;4716;900;1660;796,42;765,45;259,2;2900;;;250;;341,1476323;480,0384;22743,17549;
SBSP;SBBH;529,672;0,8;5613,49;864;1180;943,53;798,15;;;;;250;;225,8523677;317,8032;15056,82451;
SBBH;SBMK;394,476;0,7;5278,76;1025;990;796,42;629,14;259,2;425;550,2;90;;;177,0900693;236,6856;11806,00462;
SBMK;SBBH;407,44;0,7;;;970;423;798,15;;;;;;;182,9099307;244,464;12193,99538;
SBBH;SNDV;138,9;0,3;5047;980;470;796,42;472,58;400;;;;;;74,84042553;83,34;4989,361702;
SNDV;SBSP;557,452;0,9;;;1230;;765,45;;5800;1206,74;;250;;300,3595745;334,4712;20023,97163;
SBSP;SBBH;500,04;0,8;5815,44;799;1070;943,53;798,15;469,12;;;26,32;250;;567;300,024;37800;
SBBH;SNOS;370,4;0,6;9259,7;1798;1030;796,42;;800;;;;;;174,0812379;444,48;11605,41586;
SNOS;SBRP;142,604;0,3;;;530;;640,38;;1600;740,48;113,48;;;67,0212766;171,1248;4468,085106;
SBRP;SBSP;444,48;0,8;;;1140;796,42;765,45;200;2900;;;250;;208,8974855;800,064;13926,49903;
SBSP;SNDV;490,78;0,8;4883,8;671;1140;943,53;472,58;;;;;250;;264,4361702;883,404;17629,07801;
SNDV;SBBH;118,528;0,3;;;400;;798,15;;;;;;;63,86382979;213,3504;4257,588652;
SBBH;SNXB;327,804;0,6;4784,35;929;900;796,42;;400;;400;200;;;238,0842391;196,6824;15872,28261;
SNXB;SBCF;301,876;0,5;;;820;;563,31;;3000;;;;;219,2527174;362,2512;14616,84783;
SBCF;SBBH;51,856;0,2;;;250;943,53;798,15;;;;;;;37,66304348;31,1136;2510,869565;
SBMG;SBMG;270,392;0,5;;;720;481,49;741,51;;;911,55;;;;0;162,2352;0,01;
SBBH;SDIO;657,46;1;8328,27;1730;1410;796,42;1500;400;;;;;;0;394,476;0,01;
SDIO;SBAU;200,016;0,4;;;620;;598,05;;550;;;;;0;120,0096;0,01;
SBAU;SBBH;705,612;1;2769,48;400;1380;;798,15;;;;;;;0;546,2802581;0,01;
SBMG;SBBH;896,368;1,3;11050;1700;1620;199,17;798,15;;;;73,93;;;0;537,8208;0,01;
SBBH;SBSP;801,916;1,4;3008,77;625;1570;796,42;765,45;538,2;2900;1787,1;24,96;300;;0;481,1496;0,01;
SBSP;SBBH;563,008;0,9;4548,5;827;1200;943,53;798,15;;;;;300;;0;675,6096;0,01;
SBBH;SBJH;694,5;1,1;7558,02;1570;1390;796,42;773;400;2250;1000;240;;;0;416,7;0,01;
SBJH;SBBH;557,452;0,8;;;1220;481,49;798,15;;;;;;;0;668,9424;0,01;
SBBH;SBMO;1392,704;2;5911,63;1228;2310;796,42;722,94;400;3690;4892,16;91,97;;;812,2083429;835,6224;54147,22286;
SBBH;SBPS;627,828;0,9;7307,9;1518;1450;796,42;544,21;259,2;3797,82;2400;40;;;0;376,6968;0,01;
SBPS;SBBH;790,804;1,2;;;1590;616,72;798,15;536;;;170;;;0;1423,4472;0,01;
SBMO;SBBH;1589,016;2,3;9051,03;1406;2680;;798,15;418;;;46,9;;;926,6951571;2860,2288;61779,67714;
SBBH;SBGR;614,864;1;10200,93;2119;1410;796,42;515,35;986;720;;;;;298,5340454;737,8368;19902,26969;
SBGR;SBGL;311,136;0,6;;;820;943,53;554,5871429;;3975;1154,87;;;;151,0654206;373,3632;10071,02804;
SBGL;SBBH;461,148;0,7;;;1090;943,53;798,15;;;;;;;223,900534;553,3776;14926,70227;
SBBH;SBRJ;446,332;0,9;3515,86;734;1090;796,42;725,89;;;;;;;208,2742806;267,7992;13884,95204;
SBBH;SBUL;679,684;1,1;7702,45;1600;1410;796,42;629,14;445,2;860;;27,91;;;285,4102349;407,8104;19027,34899;
SBRJ;SBBR;1229,728;1,8;4429,61;860;2160;796,42;507,16;;;819,5;;;;573,8345324;737,8368;38255,63549;
SBUL;SBBH;424,108;0,8;1927,29;322;1030;796,42;798,15;;;;31,13;;;178,0897651;254,4648;11872,65101;
SBBH;SBJH;707,464;1,1;6521,88;1360;1480;796,42;773;259,2;2250;1000;240;300;;306,7903683;848,9568;20452,69122;
SBBR;SBRJ;974,152;1,5;6687,06;1358;1860;943,53;725,89;723,58;;;;;;454,573741;584,4912;30304,91607;
SBRJ;SBBH;438,924;0,7;3925,14;781;1060;796,42;798,15;;;;;;;204,817446;263,3544;13654,4964;
SBJH;SBBH;600,048;1;;;1330;481,49;798,15;402,16;;;;300;;260,2096317;720,0576;17347,30878;
SBBH;SBGL;392,624;0,7;8492,83;1771;1000;796,42;554,5871429;1662;900;;;;;1527,948718;235,5744;14307,69231;1333,333333
SBGL;SBGR;507,448;0,9;;;1370;943,53;3275,35;;720;784;;;;1590,713595;608,9376;18492,01742;1333,333333
SBGR;SWXQ;474,112;0,8;3290,59;600;1200;943,53;177,27;68,5;;340;117,72;;;1572,491534;568,9344;17277,21335;1333,333333
SWXQ;SN4Q;116,676;0,3;6787,2;707;480;;;;1000;;;;;1377,110547;70,0056;4251,814224;1333,333333
SBBH;SBGV;246,316;0,5;9399,18;1960;770;796,42;699,82;536,64;575;494,4;;;;117,2803218;295,5792;7818,688119;
SBGV;SDAM;759,32;1,2;;;1580;;;;700;1148,32;;;;361,5408416;1366,776;24102,72277;
SN4Q;SBGL;624,124;1;;;1380;;554,5871429;;900;;80;;;1654,490808;1123,4232;22743,83164;1333,333333
SBGL;SBBH;437,072;0,8;3574,82;667;1090;943,53;798,15;;;;;;;1552,244799;786,7296;15927,43106;1333,333333
SBBH;SBTV;627,828;1;8665,11;1809;1320;796,42;4131;400;;;;;;343,2718272;376,6968;22884,78848;
SDAM;SBBH;490,78;0,8;;;1150;;798,15;;;;;;;233,6788366;294,468;15578,58911;
SBTV;SBRJ;996,376;1,4;;;1880;;725,89;;1120;;;;;544,7794779;597,8256;36318,63186;
SBRJ;SBBH;433,368;0,7;3193,44;620;1030;796,42;798,15;;;;;;;236,9486949;260,0208;15796,57966;
SBBH;SBBR;737,096;1,2;6945,5;1450;1480;796,42;507,16;400;1689,3;;;;;380,0256129;442,2576;25335,04086;
SBBR;SBBH;638,94;1;;;1330;943,53;798,15;;;;;;;329,4191871;383,364;21961,27914;
SBBH;SBIP;183,348;0,4;4263,1;890;620;796,42;859,2;259,2;;541,78;35,21;;;147,1621622;110,0088;9810,810811;
SBIP;SBBH;227,796;0,4;;;720;;798,15;;;;40;;;182,8378378;136,6776;12189,18919;
SBBH;SBFL;1153,796;1,7;9853,03;2057;2100;796,42;699,12;400;2230;1799,98;;;;795,0394495;692,2776;53002,62997;
SBBH;SBGL;353,732;0,6;9218,23;1937;1020;796,42;554,5871429;1026;3975;;;;;1235,084707;636,7176;16672,31383;1000
SBGL;SBGV;475,964;0,8;;;1260;943,53;466,02;;1215;;;;;1277,098271;856,7352;19473,21809;1000
SBGV;SBGL;518,56;0,9;;;1180;423;554,5871429;;7475;600;144,91;;;1303,239362;622,272;21215,95745;1000
SBFL;SBSV;1874,224;2,7;8292,51;1249;3090;943,53;607,78;412;3200;1366,2;120;;;1291,46055;1124,5344;86097,37003;
SBGL;SBBH;418,552;0,7;4287,64;800;1020;943,53;798,15;;;;71,58;;;78,56433409;251,1312;5237,622272;
SBBH;SBRJ;405,588;0,7;8885,45;1855;1090;796,42;725,89;400;1600;;;;;76,13092551;362,1995163;5075,395034;
SBRJ;SBGL;98,156;0,2;;;410;796,42;554,5871429;;7540,81;980,7;64,74;;;18,42437923;117,7872;1228,291949;
SBGL;SBJH;594,492;1;;;1530;943,53;773;;2250;1810;167,4;;;1349,838697;356,6952;24322,57979;1000
SBJH;SBRJ;405,588;0,7;8888,84;1436;1040;481,49;983;1709,4;1600;;120;;;76,13092551;730,0584;5075,395034;
SBRJ;SBBH;479,668;0,8;;;1210;796,42;798,15;821,4;;;;;;90,03611738;863,4024;6002,407825;
SBBH;SBJH;653,756;1;8104,68;1692;1450;796,42;773;;2250;;;;;122,7133183;1176,7608;8180,887886;
SBJH;SBGL;396,328;0,7;;;980;481,49;554,5871429;1037,85;3975;;;;;1228,225798;713,3904;16215,05319;1000
SBGL;SBBH;446,332;0,8;1275,57;238;1100;943,53;798,15;;;;;;;1258,913165;803,3976;18260,87766;1000
SBBH;SBIL;792,656;1,2;8751,91;1818;1580;796,42;773,89;672;;;;;;3285,952895;475,5936;30819,08191;2866,666667
SBIL;SNZK;605,604;0,9;;;1190;338,5;;;;284;;;;3176,861986;363,3624;23546,35464;2866,666667
SBSV;SDIY;150,012;0,4;5616,61;970;580;796,42;429,71;;;610;141,18;;;100,410218;180,0144;6694,014536;
SDIY;SBMO;468,556;0,8;;;1120;;722,94;;2230;2704;159,25;;;313,6269773;372,8076;20908,46516;
SNZK;SBBH;659,312;1,1;;;1350;;798,15;;;;320;;;3208,185119;395,5872;25634,56346;2866,666667
SBBH;SNDV;188,904;0,4;6116,83;1277;640;796,42;506,46;259,2;550;;39;;;85,77512953;226,6848;5718,341969;
SNDV;SBBH;114,824;0,3;;;410;;798,15;;;;37;;;52,13782383;137,7888;3475,854922;
SBBH;SNLN;422,256;0,7;8305,86;1734;1070;796,42;335,28;400;;;;;;191,7326425;253,3536;12782,17617;
SNLN;SBRJ;629,68;1;;;1380;;983;;1600;;;;;285,9170984;755,616;19061,1399;
SBMO;SBSL;1172,316;1,7;9978,01;1550;2230;796,42;703,87;368;2570;1344;85;;;784,6872595;703,3896;52312,48397;
SBRJ;SBBH;431,516;0,7;;;1030;796,42;798,15;;;;;;;195,9373057;517,8192;13062,48705;
SBBH;SBZM;224,092;0,4;4239,15;885;640;796,42;1794,92;259,2;;358;60;;;194,7126437;134,4552;12980,84291;
SBSL;SBAR;1235,284;1,8;7549,56;1187;2280;796,42;619,81;249,04;3759,55;1946;70,61;;;826,8347584;741,1704;55122,31723;
SBZM;SBBH;259,28;0,5;;;730;423;798,15;;;;;;;225,2873563;311,136;15019,15709;
SBBH;SBGR;574,12;0,9;9522,52;1988;1350;796,42;3851,99;400;1250;980;48,89;;;290,2617188;344,472;19350,78125;
SBGR;SBTV;1096,384;1,6;3290,59;600;2000;943,53;3852;;;;;;;554,30625;1973,4912;36953,75;
SBTV;SBBH;700,056;1,1;1739,2;160;1390;;798,15;;;;;;;353,9320313;1260,1008;23595,46875;
SBAR;SBBH;1305,66;1,9;13385,88;1403;2430;616,72;798,15;419,98;;;236,55;;;873,9407867;783,396;58262,71911;
SBBH;SBBR;837,104;1,3;8683,62;1771;1670;796,42;507,16;400;1173,13;;;;;433,8641975;502,2624;28924,27984;
SBBR;SNXB;692,648;1;;;1320;943,53;;;;;;;;358,9938272;415,5888;23932,92181;
SNXB;SBBH;270,392;0,5;;;670;;798,15;;;;;;;140,1419753;162,2352;9342,798354;
SBBH;SBMG;1201,948;1,7;10772,39;2197;2110;796,42;741,51;226;;607,7;82,98;;;0;721,1688;0,01;
SBBH;SBPS;683,388;1,1;7232,26;1475;1530;796,42;544,21;685;2469,6;800;;;;341,593091;410,0328;22772,87273;
SBPS;SBMK;627,828;0,9;1965,64;313;1290;616,72;629,14;;;;;;;313,821295;376,6968;20921,41967;
SBMK;SBBH;409,292;0,7;4205,52;686;1090;423;798,15;;;;;;;204,585564;491,1504;13639,0376;
SBBH;SBRP;501,892;0,8;5403,35;1102;1190;796,42;593,48;342,5;800;;;;;286,1441176;903,4056;19076,27451;
SBRP;SBBH;442,628;0,7;;;1050;796,42;798,15;;;;;;;252,3558824;796,7304;16823,72549;
SBBH;SSXH;698,204;1;9193,55;1875;1450;796,42;;800;;600;150;;100;354,5477749;1256,7672;23636,51832;
SSXH;SBBH;716,724;1,1;;;1530;;798,15;;;;;;;363,9522251;430,0344;24263,48168;
SBBH;SBBR;811,176;1,2;8237,42;1680;1630;796,42;507,16;400;1187,21;;;;;5031,27628;486,7056;33351,75202;4600
SBBR;SBBH;563,008;1;;;1230;943,53;798,15;;;;;;;4878,22372;675,6096;23148,24798;4600
SBMG;SBBH;938,964;1,3;8159,55;1227;1680;616,72;798,15;;;607,7;;;;0;563,3784;0,01;
SBBH;SWGN;1622,352;2,2;7845,16;1600;2760;796,42;468,9;452,5;800;1120;100;;29,99;733,9841292;973,4112;48932,27528;
SBBH;SBGL;364,844;0,6;9193,55;1875;990;796,42;559,3;1237;900;;;;;1890,526053;437,8128;16371,73684;1670
SBGL;SNGX;509,3;0,9;;;1280;943,53;;;;;;;;1987,759211;611,16;22853,94737;1670
SNGX;SBGR;279,652;0,5;;;780;;541,99;;;784;;;;0;335,5824;0,01;
SBGR;SBBH;500,04;0,8;3317,43;592;1150;943,53;798,15;;;;;;;0;300,024;0,01;
SBBH;SNGX;390,772;0,6;6393,81;1304;900;796,42;;;;;;;;0;234,4632;0,01;
SNGX;SBGV;546,34;0,9;;;1140;;510,48;;;968,2;;;;2012,690789;327,804;24516,05263;1670
SBGV;SBCF;274,096;0,5;3946;500;770;423;550,23;;;;;;;1829,443684;493,3728;12299,57895;1670
SBCF;SBBH;64,82;0,2;;;320;943,53;798,15;;;;;;;1688,580263;116,676;2908,684211;1670
SWGN;SBBH;1533,456;2,1;10854;1620;2730;282,32;798,15;350;;;;;;693,7658208;2760,2208;46251,05472;
SBBH;SBVT;383,364;0,7;5099,35;1040;970;796,42;760,45;342,5;1399;;;;;200,0769231;368,02944;13338,46154;
SBVT;SBBH;496,336;0,8;;;1140;796,42;798,15;;;;;;;259,0367893;297,8016;17269,11929;
SBBH;SBRP;509,3;0,8;7600;1550;1180;796,42;593,48;;800;;;;;279,4103774;305,58;18627,35849;
SBRP;SBBH;472,26;0,8;;;1040;796,42;798,15;;;;;;;259,0896226;283,356;17272,64151;
SBBH;SNXB;292,616;0,5;5452,39;1112;810;796,42;;586;;;;;;216,8627451;175,5696;14457,51634;
SNXB;SBBH;274,096;0,5;;;790;;798,15;;;;;;;203,1372549;328,9152;13542,48366;
SBBH;SBRJ;424,108;0,8;3937,29;803;1070;796,42;983;422;1370;;;;;205,0746269;508,9296;13671,64179;
SBBH;SBME;372,252;0,6;5717,16;1166;970;796,42;879,61;685;;454,43;32,43;;;194,277592;446,7024;12951,83946;
SBRJ;SBBH;444,48;0,7;;;1070;796,42;798,15;;;;;;;214,9253731;533,376;14328,35821;
SBME;SBBH;409,292;0,7;;;1180;;798,15;;;;;;;213,6086957;383,3368976;14240,57971;
SBBH;SBBR;742,652;1,2;8345,29;1702;1520;796,42;796,42;400;1203,16;;;;;390,8097527;445,5912;26053,98352;
SBBR;SBBH;605,604;0,9;;;1340;943,53;798,15;;;;;;;318,6902473;363,3624;21246,01648;
SBBH;SSRS;1968,676;2,6;9938,84;2027;3370;796,42;;790;;3120;160;;;1161,362803;1181,2056;77424,1869;
SBBH;SDAM;553,748;0,9;7702,97;1571;1250;796,42;546,83;400;;;;;;287,702109;332,2488;19180,1406;
SDAM;SBBH;500,04;0,9;;;1260;338,5;798,15;;;;;;;259,797891;300,024;17319,8594;
SBBH;SBIP;224,092;0,4;8188,39;1670;690;796,42;966,64;1271;;541,78;;;;136,6129032;134,4552;9107,526882;
SBIP;SNDT;207,424;0,4;;;690;;;15;;1065;129,2;;;126,4516129;124,4544;8430,107527;
SNDT;SBBH;257,428;0,5;;;770;;798,15;;;;24,49;;;156,9354839;463,3704;10462,36559;
SSRS;SBBH;2074,24;2,8;21988;1912;3660;;798,15;;;;220;;817,71;1223,637197;3733,632;81575,8131;
SBBH;SBPS;613,012;1;9070,97;1850;1370;796,42;544,21;400;2469,6;;;;;295,4869067;367,8072;19699,12711;
SBPS;SBBH;811,176;1,2;;;1610;616,72;798,15;;;;;;;391,0068433;486,7056;26067,12289;
SBBH;SBGR;596,344;0,9;3549,92;724;1320;796,42;515,35;342,5;720;;;;;319,7443082;357,8064;21316,28722;
SBGR;SBBH;461,148;0,8;;;990;943,53;798,15;;;;;;;247,2556918;276,6888;16483,71278;
SBBH;SBIL;727,836;1;7845,16;1600;1450;796,42;773,89;910;;;;;;394,1696429;436,7016;26277,97619;
SBIL;SIRI;111,12;0,3;5880,52;906;410;338,5;3028;;;;;;;60,17857143;66,672;4011,904762;
SIRI;SBIL;112,972;0,3;;;420;;2066,26;;;1150;;;400;61,18154762;67,7832;4078,769841;
